id,institution,contract_name,current_region,current_support_office,status,candidate_count,candidate_summary
202606091294175,강서초등학교,강서초등학교 AI미래교육박람회 선도학교 워크숍 참석 전세버스 임차 견적서 제출 요청,서울,,ambiguous,2,강서초등학교 / 부산 / 강서구 / 부산광역시북부교육지원청 | 강서초등학교 / 충북 / 청주시 / 충청북도청주교육지원청
